captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.39346.last,candidates.39346.party,candidates.39346.candidateID,candidates.39346.ballotOrder,candidates.39346.polID,candidates.39346.polNum,candidates.39346.electWon,candidates.39347.last,candidates.39347.party,candidates.39347.candidateID,candidates.39347.ballotOrder,candidates.39347.polID,candidates.39347.polNum,candidates.39347.electWon,raceCallStatus,candidates.39346.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NM-20221108_Eday80,32,Ballot Issue,G,Awaiting Poll Close,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,0,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NM-20221108_Eday80,32,Ballot Issue,G,Polls Closed/Waiting First Report,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,0,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,34103,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,40778,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,62839,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,85741,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,197886,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,213960,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,391859,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,407377,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NM-20221108_Eday80,32,Ballot Issue,G,Active Tabulation,I,Amendment,Public investment,True,True,2 - Funds for Essential Services,0,750000,98,426408,1125000,True,20221108NM34055,2022-11-08,NM,For,Yes,39346,1,3,33392,0,Against,No,39347,2,2,33406,0,,
