captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.36228.last,candidates.36228.party,candidates.36228.candidateID,candidates.36228.ballotOrder,candidates.36228.polID,candidates.36228.polNum,candidates.36228.electWon,candidates.36229.last,candidates.36229.party,candidates.36229.candidateID,candidates.36229.ballotOrder,candidates.36229.polID,candidates.36229.polNum,candidates.36229.electWon,raceCallStatus,candidates.36228.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MT-20221108_Eday80,27,Ballot Issue,G,Awaiting Poll Close,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,554863,99,0,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MT-20221108_Eday80,27,Ballot Issue,G,Awaiting Poll Close,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,0,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,1331,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,26401,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,35326,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,37009,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,41624,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,44297,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,100783,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,123359,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,133105,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,143680,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,133105,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,MT-20221108_Eday80,27,Ballot Issue,G,Active Tabulation,I,Legislative Referendum,Classify legal persons,True,True,True,131 - Born-Alive Infant Care,1,540000,99,143680,743392,True,20221108MT28578,2022-11-08,MT,No,No,36228,2,3,28139,0,Yes,Yes,36229,1,2,28138,0,,,
