captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.50489.first,candidates.50489.last,candidates.50489.abbrv,candidates.50489.incumbent,candidates.50489.party,candidates.50489.candidateID,candidates.50489.ballotOrder,candidates.50489.polID,candidates.50489.polNum,candidates.50489.electWon,candidates.50749.first,candidates.50749.last,candidates.50749.party,candidates.50749.candidateID,candidates.50749.ballotOrder,candidates.50749.polID,candidates.50749.polNum,candidates.50749.electWon,candidates.50988.first,candidates.50988.last,candidates.50988.party,candidates.50988.candidateID,candidates.50988.ballotOrder,candidates.50988.polID,candidates.50988.polNum,candidates.50988.electWon,candidates.50989.first,candidates.50989.last,candidates.50989.party,candidates.50989.candidateID,candidates.50989.ballotOrder,candidates.50989.polID,candidates.50989.polNum,candidates.50989.electWon,candidates.50489.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday80,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,251255,99,0,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,251255,99,17820,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,251255,99,66298,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,251255,99,80526,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,83796,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,84905,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,83796,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,86342,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,97998,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,251255,99,102010,860532,True,20221108TN43003,2022-11-08,TN,50489,Diana,Harshbarger,Hrshbrgr,True,GOP,50489,1,69252,46719,0.0,Cameron,Parsons,Dem,50749,2,70856,46815,0.0,Richard,Baker,Ind,50988,3,69246,46715,0.0,Matt,Makrom,Ind,50989,4,70881,46816,0.0,2022-11-09T01:43:06.048Z,
