captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.50984.last,candidates.50984.party,candidates.50984.candidateID,candidates.50984.ballotOrder,candidates.50984.polID,candidates.50984.polNum,candidates.50984.electWon,candidates.50985.last,candidates.50985.party,candidates.50985.candidateID,candidates.50985.ballotOrder,candidates.50985.polID,candidates.50985.polNum,candidates.50985.electWon,raceCallStatus,candidates.50984.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday80,43,Ballot Issue,G,Awaiting Poll Close,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,0,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,19950,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,55652,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,144146,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,214088,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,226642,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,339843,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,362425,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,394523,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,402601,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,534564,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,402601,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,692153,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN-20221108_Eday80,43,Ballot Issue,G,Active Tabulation,I,Amendment,Ban as crime punishment,True,True,True,3 - Remove Slavery Exception,1,2400000,99,763642,4426725,True,20221108TN43743,2022-11-08,TN,Yes,Yes,50984,1,2,44402,0,No,No,50985,2,3,44403,0,,
